Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;50;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1700902993;Perfurador até 100 Folhas;;;;;UNIDADE;5,0000;112,0051;560,0256;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;51;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1434673449;Pilha AAA;;;;;PACOTE;15,0000;5,7329;85,9947;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;52;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;904219684;Pincel Marcador para Quadro branco, cores variadas;;;;;UNIDADE;30,0000;1,7865;53,5953;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;53;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3622447722;Quadro branco com moldura de alumínio 120x90cm;;;;;UNIDADE;2,0000;100,9328;201,8656;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;54;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3997816671;Régua 30cm;;;;;UNIDADE;30,0000;0,6560;19,6818;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;55;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3394206009;Tacha tipo percevejo caixa com 100;;;;;UNIDADE;20,0000;3,1087;62,1746;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;56;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1759621116;Teclado com fio  USB (layout ABNT2 e conexão plug-and-play USB.;;;;;UNIDADE;5,0000;41,5540;207,7701;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;57;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1044034742;Tesoura de Inox, 08 polegadas, cabo em polipropileno.;;;;;UNIDADE;10,0000;5,5513;55,5130;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;58;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4160293923;Triplex porta clips, porta lápis, porta papel, em acrílico;;;;;UNIDADE;10,0000;9,6188;96,1889;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;59;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3406480885;Umedecedor de dedos, em pasta.;;;;;UNIDADE;30,0000;2,6848;80,5443;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;60;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;864243548;Papel ofício timbrado (50x1 - medida 22x32cm) cor 4x0 - papel AP 90g;;;;;unidade;5000,0000;0,2800;1400,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;61;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2387956643;pasta em papel couchê com brilho, tam, 44x31cm aberta e 22x31cm fecada, dobra central e bolso interno colado (PROJETO MORAR LEGAL, CONFORME MODELO NRI);;;;;unidade;5000,0000;3,5000;17500,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;62;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1205874022;3 Grampo para grampeador tamanho 26/6 :Grampo para grampeador tamanho 26/6, galvanizado. Embalagem com 5000 unidade;;;;;Unidade;40,0000;3,6600;146,4000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;63;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1496468444;AÇUCAR FARDO COM 30 UNI;;;;;Unidade;100,0000;189,0000;18900,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;64;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4020959290;AGENDA TELEFONICA;;;;;Unidade;3,0000;9,3100;27,9300;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;65;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3259947166;AGUA FARDO de  500 ml em caixa com 12 unidades;;;;;Unidade;700,0000;0,1000;70,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;66;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2628939208;ÁGUA MINERAL - GALÃO;;;;;Unidade;1000,0000;14,6500;14650,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;67;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;820195061;ÁGUA MINERAL 200 ML FARDO COM 12 UNI   - SEM GÁS;;;;;Unidade;200,0000;16,1700;3234,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;68;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1640484547;Agulhas de mão- 10cm;;;;;UNIDADE;20,0000;25,0000;500,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;69;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1640484547;Agulhas de mão- 10cm;;;;;UNIDADE;20,0000;25,0000;500,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;70;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3929083042;Agulheiros comuns de mão;;;;;UNIDADE;2,0000;30,0000;60,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;71;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3929083042;Agulheiros comuns de mão;;;;;UNIDADE;2,0000;30,0000;60,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;72;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;797307481;Agulheiros de agulhas de mão;;;;;UNIDADE;3,0000;82,8000;248,4000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;73;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;797307481;Agulheiros de agulhas de mão;;;;;UNIDADE;3,0000;82,8000;248,4000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;74;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4012154129;Apontador;;;;;UNIDADE;20,0000;1,3700;27,4000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;75;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4012154129;Apontador;;;;;UND;60,0000;1,1900;71,4000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;76;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4012154129;Apontador;;;;;unidades;30,0000;0,5000;15,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;77;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4012154129;Apontador;;;;;UNIDADE;20,0000;1,3700;27,4000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;78;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3013496945;APONTADOR SIMPLES;;;;;Unidade;20,0000;0,5000;10,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;79;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2640162842;AQUISIÇÃO
DE MATERIAIS ELÉTRICOS;;;;;unidade;12,0000;62500,0000;750000,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;80;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2558455909;AQUISIÇÃO DE MATERIAIS PARA EXECUÇÃO DE OBRAS DE DRENAGEM E INFRAESTRUTURA EM RUAS E AVENIDA;;;;;unidade;12,0000;105810,8166;1269729,7999;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;81;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4242381650;AR CONDICIONADO TIPO SPLIT HI WAL DE PAREDE CAPACIDADE MÍNIMA DE 9000 BTUS/H  220 VOLTS CONTROLE REMOTO SEM FIO;;;;;Unidade;15,0000;3193,5625;47903,4375;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;82;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1715073577;ARMÁRIO ALTO 02 PORTAS;;;;;Unidade;6,0000;1167,6983;7006,1899;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;83;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2271234238;ARMÁRIO ALTO, SEMI ABERTO, MEDINDO 805 X 1610 X 420 PRODUZIDO EM MDP CO TAMPO SUPERIOR DE 25 MM, MACIÇO, PRATELEIRAS E LATERAIS DE 15 MM;;;;;Unidade;4,0000;1361,9050;5447,6200;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;84;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2885112434;ARMÁRIO BAIXO MODELO CREDENZA MDF 1196 X 750 X 420 - DUAS PORTAS;;;;;Unidade;8,0000;1253,1537;10025,2300;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;85;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3748060560;ARQUIVO EM AÇO;;;;;Unidade;3,0000;978,9100;2936,7300;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;1;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3900747565;Adaptador de tomada universal;;;;;UNIDADE;5,0000;19,6818;98,4094;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;2;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;430257814;Álcool etílico 70% 1000ml, caixa com 12 unidades;;;;;CAIXA;2,0000;121,1193;242,2387;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;3;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3384206935;Apontador de lápis manual portátil;;;;;UNIDADE;30,0000;0,5046;15,1399;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;4;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2683766989;Bandeja de corrêspondencia dupla confeccionada em material acrilico;;;;;UNIDADE;10,0000;33,0857;330,8577;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;5;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2813662131;Bloco de papel autoadesivo colorido grande.;;;;;UNIDADE;12,0000;4,7741;57,2894;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;6;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;577268798;Bloco de papel colorido autoadesivo pacote comn quatro unidades. 37.5x50mm;;;;;CAIXA;30,0000;5,1778;155,3355;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;7;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4195238027;Borracha ponteira branca para lápis.;;;;;UNIDADE;30,0000;0,2119;6,3587;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;8;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;362345903;Cadeados;;;;;UNIDADE;5,0000;17,0576;85,2882;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;9;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4088370614;Caderno para ata;;;;;UNIDADE;10,0000;29,2705;292,7051;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;10;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2228456751;Caderno para protocolo;;;;;UNIDADE;10,0000;9,3968;93,9684;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;11;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2048588964;Calculadora de mesa com visor de 12 digítos.;;;;;UNIDADE;3,0000;24,1330;72,3990;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;12;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1225333331;Camisas para equipe em eventos;;;;;UNIDADE;450,0000;36,3358;16351,1136;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;13;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1680274258;Caneta Marca Texto, cores diversas;;;;;CAIXA;12,0000;0,9487;11,3852;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;14;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3701433969;Caneta Preta;;;;;CAIXA;10,0000;0,5753;5,7531;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;15;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;192409984;Caneta Vermelha;;;;;caixa;5,0000;0,5753;2,8765;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;16;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1958692989;Canetas azul;;;;;CAIXA;10,0000;0,5753;5,7531;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;17;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;698049977;Carimbo auto Estintado.;;;;;UNIDADE;10,0000;129,1939;1291,9398;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;18;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1264182452;Clipes nº 4 em aço  galvanizado, caixa com 50 unid;;;;;CAIXA;20,0000;1,9076;38,1525;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;19;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;405364253;Clipes para papel Nº 06 em aço, caixa com 50 unid.;;;;;CAIXA;10,0000;2,1094;21,0949;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;20;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1257645630;Clips para papel Nº 02 em aço galvanizado, caixa com 100 unid.;;;;;CAIXA;20,0000;1,8975;37,9507;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;21;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2940222481;Cola Bastão em tubo;;;;;UNIDADE;20,0000;1,1607;23,2145;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;22;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1785350131;Conjunto de Xícaras e pires;;;;;UNIDADE;5,0000;109,8653;549,3267;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;23;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3416213820;Corretivo de dedos em pasta;;;;;UNIDADE;15,0000;1,8470;27,7060;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;24;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1480183547;Corretivo de papelaria, Liquido,;;;;;UNIDADE;20,0000;2,6848;53,6962;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;25;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3936134977;Envelope Ofício cor branca;;;;;UNIDADE;200,0000;0,4743;94,8768;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;26;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2185150760;Envelopes Ofício cor Parda;;;;;UNIDADE;200,0000;0,3128;62,5783;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;27;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3689391266;EVA comum liso 40x48 kit 10 folhas cores diversas;;;;;PACOTE;10,0000;30,2697;302,6974;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;28;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1655313253;EVA dubflex com gliter 40x48 kit 10 folhas cores diversas;;;;;PACOTE;10,0000;33,2068;332,0689;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;29;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1081995152;Extratores de grapos;;;;;UNIDADE;10,0000;1,5038;15,0389;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;30;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4241825916;Fita adesiva fabricada em crepe, na cor bege, 24mm x 50mm.;;;;;ROLO;30,0000;5,4503;163,5111;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;31;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3717991541;Fita adesiva transparente 12mm;;;;;ROLO;20,0000;3,9767;79,5350;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;32;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;216567439;Fita adesiva trasparente em polipropileno 50x50 larga.;;;;;ROLO;20,0000;4,2694;85,3891;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;33;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;693204845;Grampeador Metálico capacidade para 20 folhas.;;;;;UNIDADE;8,0000;16,0886;128,7095;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;34;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;199798813;Grampeador Metálico capacidade para 50 folhas.;;;;;UNIDADE;4,0000;39,9391;159,7564;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;35;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1615912985;Grampo para grampeador 9/14, capacidade para grampear 100 folhas até 240 folhas.;;;;;CAIXA;5,0000;21,5996;107,9980;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;36;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2067652399;Grampo para grampeador galvanizado 26/6;;;;;CAIXA;5,0000;3,6941;18,4707;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;37;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2642239054;Lapis mina grafite número 02 em madeira.;;;;;UNIDADE;100,0000;0,3229;32,2984;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;38;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1417013018;Molha Dedo;;;;;UNIDADE;10,0000;2,4022;24,0220;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;86;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1506017277;BANDEJA COORESPONDÊNCIA TRIPLA;;;;;Unidade;3,0000;42,9200;128,7600;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;87;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;4261296173;Bandeja de correspondência tripla confeccionada em material acrílico transparente com armação de metal e estrutura móvel. Embalagem com dados de identificação do produto e marca do fabricante :Bandeja de correspondência tripla confeccionada em materi;;;;;unidade;6,0000;42,9200;257,5200;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;88;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1737154650;Bateria para telefone sem fio;;;;;unidades;10,0000;32,0000;320,0000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;89;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3537692475;BATERIA SELADA RECARREGÁVEL CHUMBOÁCIDO DE 12V/9AH- VRLA;;;;;Unidade;1,0000;234,1600;234,1600;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;90;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1013593047;BEBEDOURO;;;;;Unidade;8,0000;1926,3733;15410,9866;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;91;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2583281646;Bloco autoadesivo amarelo G;;;;;unidades;10,0000;4,7300;47,3000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;92;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3518396839;Bloco autoadesivo amarelo P;;;;;unidades;10,0000;5,1300;51,3000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;93;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1682120597;Bloco autoadesivo colorido;;;;;unidades;10,0000;5,1300;51,3000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;94;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1305804469;Bloco de anotações;;;;;UNIDADE;20,0000;0,8700;17,4000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;95;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1305804469;Bloco de anotações;;;;;UNIDADE;20,0000;0,8700;17,4000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;96;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;1297399085;BLOCO DE PAPEL autoadesivo dimensões 76 x 102 mm papel sulfite na cor amarelo. Embalagem- blocos com 100 folhas com dados de identificação do produto e marca do fabricante. :BLOCO DE PAPEL autoadesivo dimensões 76 x 102 mm papel sulfite na cor amarel;;;;;unidade;5,0000;4,7300;23,6500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;97;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2239856774;BLOCO DE PAPEL COLORIDO AUTOADESIVIO  GRANDE UNIDADE;;;;;unidade;12,0000;4,7300;56,7600;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;98;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2239856774;BLOCO DE PAPEL COLORIDO AUTOADESIVIO  GRANDE UNIDADE;;;;;Unidade;40,0000;5,1300;205,2000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;99;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;748608045;BLOCO DE PAPEL COLORIDO AUTOADESIVO BLOCO  COM 4 UNIDADES;;;;;Unidade;40,0000;5,1300;205,2000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;100;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;748608045;BLOCO DE PAPEL COLORIDO AUTOADESIVO BLOCO  COM 4 UNIDADES;;;;;unidade;12,0000;5,1300;61,5600;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;101;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3497434672;BLOCO DE PAPEL colorido autoadesivo pacote com quatro unidades de cores diferentes tamanho de 38mm x 50mm com 50 folhas em cada unidade. :BLOCO DE PAPEL colorido autoadesivo pacote com quatro unidades de cores diferentes tamanho de 38mm x 50mm;;;;;unidade;10,0000;5,1300;51,3000;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;102;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2338340713;BLOCO DE PAPEL PARA RASCUNHO papel off-set dimensões 210 x 150mm com variações de +ou - 5 mm. Bloco com 50 folhas.;;;;;unidade;5,0000;5,6300;28,1500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;103;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;2338340713;BLOCO DE PAPEL PARA RASCUNHO papel off-set dimensões 210 x 150mm com variações de +ou - 5 mm. Bloco com 50 folhas.;;;;;Unidade;5,0000;5,6300;28,1500;0,0000;01/01/2025
PREFEITURA MUNICIPAL DE BARREIRAS;000000002;104;Material;1-2025;Aquisição de materiais de expediente.;Outros;Material;3031089310;Bloco papel autoadesivo pacote com quatro unidades de 38mm x
50mm com 100 folhas na cor amarelo.;;;;;Unidade;125,0000;5,1300;641,2500;0,0000;01/01/2025
